workload,SLA,N,required_pass_count,matched_candidate_count,matched_points,runtime_ratio_median,runtime_ratio_P95,runtime_ratio_min,runtime_ratio_max,cost_pass,cost_na_reason,G0_nontrivial_service_pass,G0_paired_relevant_coverage_pass,G0_zero_observed_optimistic_pass,G0_sampled_capacity_pass,G0_request_error_pass,G0_original_recommendation_pass,G0_service_relevant_points,G0_paired_relevant_points,G0_O,G0_approved_decidable,G0_optimistic_approval_fraction,G0_unverified_approvals,G0_E_approval_coverage,G0_all_capacities_identified,G0_max_absolute_relative_capacity_gap,G0_B_R,G0_E_L,G0_R_attainment,G0_recommendation_safe,G0_safe_usable_loss,G0_right_censored_candidates,G0_NA_reasons,G0_capacity_bounds,G0_TTFT_P90_normalized_absolute,G0_TTFT_median_signed_normalized,G0_TTFT_valid_points,G0_TTFT_na_reason,G0_TPOT_P90_normalized_absolute,G0_TPOT_median_signed_normalized,G0_TPOT_valid_points,G0_TPOT_na_reason,G1_nontrivial_service_pass,G1_paired_relevant_coverage_pass,G1_zero_observed_optimistic_pass,G1_sampled_capacity_pass,G1_request_error_pass,G1_original_recommendation_pass,G1_service_relevant_points,G1_paired_relevant_points,G1_O,G1_approved_decidable,G1_optimistic_approval_fraction,G1_unverified_approvals,G1_E_approval_coverage,G1_all_capacities_identified,G1_max_absolute_relative_capacity_gap,G1_B_R,G1_E_L,G1_R_attainment,G1_recommendation_safe,G1_safe_usable_loss,G1_right_censored_candidates,G1_NA_reasons,G1_capacity_bounds,G1_TTFT_P90_normalized_absolute,G1_TTFT_median_signed_normalized,G1_TTFT_valid_points,G1_TTFT_na_reason,G1_TPOT_P90_normalized_absolute,G1_TPOT_median_signed_normalized,G1_TPOT_valid_points,G1_TPOT_na_reason,screen_status,failed_or_unassessed_dimensions
h105,S4,14,13,5,30,460.6964186061023,708.1927502439883,210.64122573662445,734.4069495712331,True,,True,True,True,,True,True,110,110,0,109,0.0,0,0.29863013698630136,False,,0.064,0.064,1.0,True,0.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.064,65.536],""-1"":[0.064,65.536],""0"":[0.064,65.536],""1"":[0.064,65.536],""2"":[0.045254834,65.536]},""R"":{""-2"":[0.064,0.064],""-1"":[0.064,0.064],""0"":[0.064,0.064],""1"":[0.064,0.064],""2"":[0.064,0.064]}}",0.02776678317458921,-0.009547131450517554,110,,0.0025856815608698014,-0.00023597440758749144,110,,True,True,True,,True,False,121,121,0,118,0.0,0,0.29873417721518986,False,,0.181019336,0.128,1.0,True,0.2928932188769049,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.128,65.536],""-1"":[0.090509668,65.536],""0"":[0.090509668,65.536],""1"":[0.090509668,65.536],""2"":[0.045254834,65.536]},""R"":{""-2"":[0.181019336,0.181019336],""-1"":[0.128,0.128],""0"":[0.090509668,0.090509668],""1"":[0.090509668,0.090509668],""2"":[0.064,0.064]}}",0.029202866374968533,-0.003864081009652409,121,,0.005981758123139835,-0.00023597440676370596,121,,fail,"[""G0:sampled_capacity not-assessable"",""G1:sampled_capacity not-assessable"",""G1:original_recommendation failed""]"
h105,S5,14,13,5,30,460.6964186061023,708.1927502439883,210.64122573662445,734.4069495712331,True,,True,False,True,,True,False,114,113,0,113,0.0,0,0.3095890410958904,False,,5.7926187515,0.256,1.0,True,0.9558058261759919,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.256,65.536],""-1"":[0.256,65.536],""0"":[0.256,65.536],""1"":[0.064,65.536],""2"":[0.064,65.536]},""R"":{""-2"":[0.256,0.256],""-1"":[5.7926187515,5.7926187515],""0"":[0.256,0.256],""1"":[0.064,0.064],""2"":[0.064,0.064]}}",0.028205025578851444,-0.00954713145029018,113,,0.0026745281367104856,-0.00019664533965624287,113,,True,False,True,,True,False,136,135,0,133,0.0,0,0.3367088607594937,False,,5.7926187515,0.256,1.0,True,0.9558058261759919,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.256,65.536],""-1"":[0.256,65.536],""0"":[0.256,65.536],""1"":[0.181019336,65.536],""2"":[0.181019336,65.536]},""R"":{""-2"":[0.362038672,0.362038672],""-1"":[5.7926187515,5.7926187515],""0"":[0.256,0.256],""1"":[0.181019336,0.181019336],""2"":[0.181019336,0.181019336]}}",0.03160413870475054,-0.003677267932933622,135,,0.0159661588055988,-0.00019664533828021397,135,,fail,"[""G0:paired_relevant_coverage failed"",""G0:sampled_capacity not-assessable"",""G0:original_recommendation failed"",""G1:paired_relevant_coverage failed"",""G1:sampled_capacity not-assessable"",""G1:original_recommendation failed""]"
h105,S6,14,13,5,30,460.6964186061023,708.1927502439883,210.64122573662445,734.4069495712331,True,,True,False,True,,True,False,317,131,0,123,0.0,0,0.336986301369863,False,,65.536,0.7240773439,0.9285714285714286,True,0.9889514565444947,2,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.7240773439,65.536],""-1"":[0.7240773439,65.536],""0"":[0.7240773439,65.536],""1"":[0.512,65.536],""2"":[0.512,65.536]},""R"":{""-2"":[11.585237503,11.585237503],""-1"":[28.7744353955,28.7744353955],""0"":[65.536,65.536],""1"":[65.536,65.536],""2"":[46.3409500118,46.3409500118]}}",0.03523769437196833,-0.003677267932914674,131,,0.032818486824109705,-0.00011798720421868358,131,,True,False,True,,True,False,347,161,0,148,0.0,0,0.37468354430379747,False,,65.536,0.7240773439,0.9285714285714286,True,0.9889514565444947,2,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.7240773439,65.536],""-1"":[0.7240773439,65.536],""0"":[0.7240773439,65.536],""1"":[0.512,65.536],""2"":[0.512,65.536]},""R"":{""-2"":[11.585237503,11.585237503],""-1"":[28.7744353955,28.7744353955],""0"":[65.536,65.536],""1"":[65.536,65.536],""2"":[46.3409500118,46.3409500118]}}",0.037461970822699676,-0.0029791769600251428,161,,0.04716199592371406,-0.00011798720379374572,161,,fail,"[""G0:paired_relevant_coverage failed"",""G0:sampled_capacity not-assessable"",""G0:original_recommendation failed"",""G1:paired_relevant_coverage failed"",""G1:sampled_capacity not-assessable"",""G1:original_recommendation failed""]"
h106,S1,49,45,5,30,610.7677855466885,750.1051271649947,70.55865494187333,756.5629779125206,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
h106,S2,49,45,5,30,610.7677855466885,750.1051271649947,70.55865494187333,756.5629779125206,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
h106,S3,49,45,5,30,610.7677855466885,750.1051271649947,70.55865494187333,756.5629779125206,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
h106,S4,49,45,5,30,610.7677855466885,750.1051271649947,70.55865494187333,756.5629779125206,True,,True,True,True,,True,False,79,79,0,69,0.0,0,0.21904761904761905,False,,0.1522185107,0.1076347412,1.0,True,0.2928932184067151,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.1076347412,65.536],""-1"":[0.090509668,65.536],""0"":[0.064,65.536],""1"":[0.016,65.536],""2"":[0.016,65.536]},""R"":{""-2"":[0.1522185107,0.1522185107],""-1"":[0.128,0.128],""0"":[0.0987014929,0.0987014929],""1"":[0.064,0.064],""2"":[0.016,0.016]}}",0.027707824550873283,-0.003964660535283808,79,,0.018699903988421807,-0.00023610881243030235,79,,True,True,True,,True,False,98,98,0,86,0.0,0,0.2492753623188406,False,,0.1522185107,0.1076347412,1.0,True,0.2928932184067151,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.1076347412,65.536],""-1"":[0.090509668,65.536],""0"":[0.0761092554,65.536],""1"":[0.0538173706,65.536],""2"":[0.045254834,65.536]},""R"":{""-2"":[0.1522185107,0.1522185107],""-1"":[0.128,0.128],""0"":[0.0987014929,0.0987014929],""1"":[0.0761092554,0.0761092554],""2"":[0.0538173706,0.0538173706]}}",0.029919270135773484,-0.0039056333325030814,98,,0.01869990398927257,-0.00023610880941360435,98,,fail,"[""G0:sampled_capacity not-assessable"",""G0:original_recommendation failed"",""G1:sampled_capacity not-assessable"",""G1:original_recommendation failed""]"
h106,S5,49,45,5,30,610.7677855466885,750.1051271649947,70.55865494187333,756.5629779125206,True,,True,True,False,,True,False,124,124,12,124,0.0967741935483871,0,0.39365079365079364,False,,0.2199832701,0.2248002765,0.8979591836734694,False,1.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.2248002765,65.536],""-1"":[0.2199832701,65.536],""0"":[0.181019336,65.536],""1"":[0.181019336,65.536],""2"":[0.165995463,65.536]},""R"":{""-2"":[0.2199832701,0.2199832701],""-1"":[0.181019336,0.181019336],""0"":[0.165995463,0.165995463],""1"":[0.1522185107,0.1522185107],""2"":[0.128,0.128]}}",0.03451103705842229,-0.0017904918546670274,124,,0.04616790798087948,-0.00019675503911760947,124,,True,True,False,,True,False,144,144,12,144,0.08333333333333333,0,0.41739130434782606,False,,0.2199832701,0.2248002765,0.8979591836734694,False,1.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.2248002765,65.536],""-1"":[0.2199832701,65.536],""0"":[0.181019336,65.536],""1"":[0.181019336,65.536],""2"":[0.165995463,65.536]},""R"":{""-2"":[0.2199832701,0.2199832701],""-1"":[0.181019336,0.181019336],""0"":[0.165995463,0.165995463],""1"":[0.1522185107,0.1522185107],""2"":[0.128,0.128]}}",0.03449644027993296,0.005043930888528318,144,,0.043357946104401655,0.000498164159106566,144,,fail,"[""G0:zero_observed_optimistic failed"",""G0:sampled_capacity not-assessable"",""G0:original_recommendation failed"",""G1:zero_observed_optimistic failed"",""G1:sampled_capacity not-assessable"",""G1:original_recommendation failed""]"
h106,S6,49,45,5,30,610.7677855466885,750.1051271649947,70.55865494187333,756.5629779125206,True,,True,True,True,,True,False,178,178,0,175,0.0,0,0.5555555555555556,False,,0.512,0.362038672,1.0,True,0.29289321874999996,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.362038672,65.536],""-1"":[0.362038672,65.536],""0"":[0.362038672,65.536],""1"":[0.362038672,65.536],""2"":[0.362038672,65.536]},""R"":{""-2"":[0.512,0.512],""-1"":[0.512,0.512],""0"":[0.512,0.512],""1"":[0.362038672,0.362038672],""2"":[0.362038672,0.362038672]}}",0.036935966666533204,0.02623931825191524,178,,0.09765627553065437,-0.00011805440664197642,178,,True,True,True,,True,False,198,198,0,195,0.0,0,0.5652173913043478,False,,0.512,0.362038672,1.0,True,0.29289321874999996,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.362038672,65.536],""-1"":[0.362038672,65.536],""0"":[0.362038672,65.536],""1"":[0.362038672,65.536],""2"":[0.362038672,65.536]},""R"":{""-2"":[0.512,0.512],""-1"":[0.512,0.512],""0"":[0.512,0.512],""1"":[0.362038672,0.362038672],""2"":[0.362038672,0.362038672]}}",0.036678962949328785,0.02606687185254941,198,,0.09401027860482092,-0.00011805440470680217,198,,fail,"[""G0:sampled_capacity not-assessable"",""G0:original_recommendation failed"",""G1:sampled_capacity not-assessable"",""G1:original_recommendation failed""]"
w201,S1,13,12,5,25,498.7686108946951,795.8952699776056,322.2812763438411,840.6675409915771,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
w201,S2,13,12,5,25,498.7686108946951,795.8952699776056,322.2812763438411,840.6675409915771,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
w201,S3,13,12,5,25,498.7686108946951,795.8952699776056,322.2812763438411,840.6675409915771,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
w201,S4,13,12,5,25,498.7686108946951,795.8952699776056,322.2812763438411,840.6675409915771,True,,True,True,True,,True,True,45,45,0,44,0.0,0,0.352,False,,0.064,0.064,1.0,True,0.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.064,65.536],""-1"":[0.064,65.536],""0"":[0.064,65.536],""1"":[0.064,65.536],""2"":[0.032,65.536]},""R"":{""-2"":[0.064,0.064],""-1"":[0.064,0.064],""0"":[0.064,0.064],""1"":[0.064,0.064],""2"":[0.064,0.064]}}",0.02839662046430173,-0.004188545827380115,45,,0.0032092402184978885,-0.00023597440844169704,45,,True,True,True,,True,False,60,60,0,54,0.0,0,0.34838709677419355,False,,0.181019336,0.128,1.0,True,0.2928932188769049,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.128,65.536],""-1"":[0.128,65.536],""0"":[0.090509668,65.536],""1"":[0.064,65.536],""2"":[0.045254834,65.536]},""R"":{""-2"":[0.181019336,0.181019336],""-1"":[0.181019336,0.181019336],""0"":[0.128,0.128],""1"":[0.128,0.128],""2"":[0.064,0.064]}}",0.03304196926827293,-0.004041061817626239,60,,0.021818434935077402,-0.0002359744067629288,60,,fail,"[""G0:sampled_capacity not-assessable"",""G1:sampled_capacity not-assessable"",""G1:original_recommendation failed""]"
w201,S5,13,12,5,25,498.7686108946951,795.8952699776056,322.2812763438411,840.6675409915771,True,,True,True,True,,True,True,50,50,0,48,0.0,0,0.384,False,,0.256,0.256,0.9230769230769231,True,0.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.256,65.536],""-1"":[0.256,65.536],""0"":[0.256,65.536],""1"":[0.064,65.536],""2"":[0.064,65.536]},""R"":{""-2"":[0.256,0.256],""-1"":[0.256,0.256],""0"":[0.256,0.256],""1"":[0.256,0.256],""2"":[0.256,0.256]}}",0.0322561883141835,-0.004188545826612729,50,,0.012109701468866474,-0.00019664533967853987,50,,True,True,True,,True,False,71,71,0,68,0.0,0,0.43870967741935485,False,,0.362038672,0.256,0.9230769230769231,True,0.2928932188769049,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.256,65.536],""-1"":[0.256,65.536],""0"":[0.256,65.536],""1"":[0.181019336,65.536],""2"":[0.181019336,65.536]},""R"":{""-2"":[0.362038672,0.362038672],""-1"":[0.256,0.256],""0"":[0.256,0.256],""1"":[0.256,0.256],""2"":[0.256,0.256]}}",0.03414398361632228,-0.003864081008108163,71,,0.03413448178469697,-0.0001966453375701338,71,,fail,"[""G0:sampled_capacity not-assessable"",""G1:sampled_capacity not-assessable"",""G1:original_recommendation failed""]"
w201,S6,13,12,5,25,498.7686108946951,795.8952699776056,322.2812763438411,840.6675409915771,True,,True,False,True,,False,False,99,85,0,60,0.0,0,0.48,False,,16.384,0.7240773439,0.9230769230769231,True,0.9558058261779785,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.7240773439,65.536],""-1"":[0.7240773439,65.536],""0"":[0.7240773439,65.536],""1"":[0.7240773439,65.536],""2"":[0.7240773439,65.536]},""R"":{""-2"":[4.096,4.096],""-1"":[4.096,4.096],""0"":[8.192,8.192],""1"":[16.384,16.384],""2"":[4.096,4.096]}}",0.5563901676847326,0.025507140454202215,85,,0.0755875868841499,-0.00011798720612449243,85,,True,False,True,,False,False,127,110,0,85,0.0,0,0.5483870967741935,False,,16.384,0.7240773439,0.9230769230769231,True,0.9558058261779785,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.7240773439,65.536],""-1"":[0.7240773439,65.536],""0"":[0.7240773439,65.536],""1"":[0.7240773439,65.536],""2"":[0.7240773439,65.536]},""R"":{""-2"":[4.096,4.096],""-1"":[4.096,4.096],""0"":[8.192,8.192],""1"":[16.384,16.384],""2"":[5.7926187515,5.7926187515]}}",0.4434505344487647,0.027108522420370207,110,,0.06462182446195375,-0.00011798720379374572,110,,fail,"[""G0:paired_relevant_coverage failed"",""G0:sampled_capacity not-assessable"",""G0:request_error failed"",""G0:original_recommendation failed"",""G1:paired_relevant_coverage failed"",""G1:sampled_capacity not-assessable"",""G1:request_error failed"",""G1:original_recommendation failed""]"
w202,S1,48,44,5,30,471.32309617645836,766.4168485533713,87.47807998533635,786.1956657744756,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
w202,S2,48,44,5,30,471.32309617645836,766.4168485533713,87.47807998533635,786.1956657744756,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
